Manual_ID,project_name,createTime,publishTime,capitalSourceName,digest,fdid,Tender_type,project_url
1,Procurement of 0687-234020230071/03 Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects(1),2023-10-27,2023-10-27,Currency,"0687-234020230071/03,Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects",ff808081870df1e9018b7048b52d5481,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7048b52d5481.html
2,Procurement of 0687-234020230071/04 Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects(1),2023-10-27,2023-10-27,Currency,"0687-234020230071/04,Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects",ff808081870df1e9018b7048b52d5489,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7048b52d5489.html
3,Procurement of 0687-234020230071/02 Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects(1),2023-10-27,2023-10-27,Currency,"0687-234020230071/02,Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects",ff808081870df1e9018b7046ead451cf,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7046ead451cf.html
4,Procurement of 0613-234024165101 Energy flow data acquisition system(2),2023-10-27,2023-10-27,Currency,"0613-234024165101,Energy flow data acquisition system",ff808081870df1e9018b7046ead451df,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7046ead451df.html
5,Procurement of 0687-234020230071/01 Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects(1),2023-10-27,2023-10-27,Currency,"0687-234020230071/01,Sichuan University West China Hospital small animal energy metabolism detection system and other procurement projects",ff808081870df1e9018b7046ead451d7,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7046ead451d7.html
6,Procurement of 0704-2340JDCP2174 ZHEJIANG LNG Phase III Project Terminal Project Cryogenic Axial Flow Check Valve(1),2023-10-27,2023-10-27,Currency,"0704-2340JDCP2174,ZHEJIANG LNG Phase III Project Terminal Project Cryogenic Axial Flow Check Valve",ff808081870df1e9018b703e9dad4952,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b703e9dad4952.html
7,"Procurement of 3230-234000110023 Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project(2)",2023-10-27,2023-10-27,Currency,"3230-234000110023,Lanzhou Institute of Biological Products Co. , Ltd. . Scale procurement project",ff808081870df1e9018b703a119c4483,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b703a119c4483.html
8,"Procurement of 0730-234011SZ0366/01 GreaTech Substrates Co., Ltd. Project-Blind Hole Inspection Machine(1)",2023-10-27,2023-10-27,Currency,"0730-234011SZ0366/01,GreaTech Substrates Co., Ltd. Project-Blind Hole Inspection Machine",ff808081870df1e9018b7034c5793ee1,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7034c5793ee1.html
9,Procurement of 1200-234GB2023018 Fully automatic blood type analyzer(1),2023-10-27,2023-10-27,Currency,"1200-234GB2023018,Fully automatic blood type analyzer",ff808081870df1e9018b7032b5c73cde,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7032b5c73cde.html
10,Procurement of 0730-234011SZ0350/03 NanTong SCC Project -Direct Imaging Machine(1),2023-10-27,2023-10-27,Currency,"0730-234011SZ0350/03,NanTong SCC Project -Direct Imaging Machine",ff808081870df1e9018b7032b5c83cee,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7032b5c83cee.html
11,Procurement of 0664-2340SUMECK38 Raw material synthesis furnace(1),2023-10-27,2023-10-27,Currency,"0664-2340SUMECK38,Raw material synthesis furnace",ff808081870df1e9018b7032b5c83ce6,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7032b5c83ce6.html
12,Procurement of 1289-234023ZB1481 Procurement of laser annealing equipment for Yandong Group(2),2023-10-27,2023-10-27,Currency,"1289-234023ZB1481,Procurement of laser annealing equipment for Yandong Group",ff808081870df1e9018b702d41d336e6,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702d41d336e6.html
13,Procurement of 0720-2340zbzx0225 extrusion and pelletizing unit(2),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0225,extrusion and pelletizing unit",ff808081870df1e9018b702b6cc434af,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc434af.html
14,"Procurement of 0664-2340SUMECK24/05 3D tool microscope, three-dimensional measuring instrument(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/05,3D tool microscope, three-dimensional measuring instrument",ff808081870df1e9018b702b6cc534ce,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc534ce.html
15,"Procurement of 0664-2340SUMECK24/01 Automatic wafer grinding and laminating machine, automatic wafer UV glue machine(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/01,Automatic wafer grinding and laminating machine, automatic wafer UV glue machine",ff808081870df1e9018b702b6cc534c8,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc534c8.html
16,"Procurement of 0664-2340SUMECK24/03 Ball planting machine, laser cutting machine, automatic laser marking machine, automatic tin ball testing machine(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/03,Ball planting machine, laser cutting machine, automatic laser marking machine, automatic tin ball testing machine",ff808081870df1e9018b702b6cc534c2,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc534c2.html
17,"Procurement of 0664-2340SUMECK24/02 Automatic die press, nitrogen backwelding furnace, automatic finished product cutting machine, guide Angle cutting machine(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/02,Automatic die press, nitrogen backwelding furnace, automatic finished product cutting machine, guide Angle cutting machine",ff808081870df1e9018b702b6cc434bc,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc434bc.html
18,"Procurement of 0664-2340SUMECT46/04 X-ray remote control afterloading treatment machine, Operating microscope(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECT46/04,X-ray remote control afterloading treatment machine, Operating microscope",ff808081870df1e9018b702b6cc434b6,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc434b6.html
19,Procurement of 0664-2340SUMECT46/02 Optical Interference Tomography Moving System OCT(1),2023-10-27,2023-10-27,Currency,"0664-2340SUMECT46/02,Optical Interference Tomography Moving System OCT",ff808081870df1e9018b702b6cc434a8,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc434a8.html
20,"Procurement of 0664-2340SUMECK24/06 Non oxidation oven, online plasma cleaning machine, cavity plasma cleaning machine, and connected pure water cleaning machine(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/06,Non oxidation oven, online plasma cleaning machine, cavity plasma cleaning machine, and connected pure water cleaning machine",ff808081870df1e9018b702b6cc3349a,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc3349a.html
21,"Procurement of 0664-2340SUMECK24/04 Push-pull tester, ultrasonic tomography scanner(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/04,Push-pull tester, ultrasonic tomography scanner",ff808081870df1e9018b702b6cc33494,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc33494.html
22,"Procurement of 0664-2340SUMECT46/03 SPECT/CT,dual energy x ray absorptiometry(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECT46/03,SPECT/CT,dual energy x ray absorptiometry",ff808081870df1e9018b702b6cc3348e,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc3348e.html
23,"Procurement of 0664-2340SUMECK24/07 Metal coating thickness gauge, X-RAY testing machine(1)",2023-10-27,2023-10-27,Currency,"0664-2340SUMECK24/07,Metal coating thickness gauge, X-RAY testing machine",ff808081870df1e9018b702b6cc23488,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc23488.html
24,Procurement of 0720-2340zbzx0224 Peroxide Dosing Pumps & Solvent Flushing Pump(2),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0224,Peroxide Dosing Pumps & Solvent Flushing Pump",ff808081870df1e9018b702b6cc334a4,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702b6cc334a4.html
25,"Procurement of 0655-2341NIT2005N Procurement and Installation Project of Flash Thermal Conductivity Tester for Ningbo Innovation Research Institute, Beijing University of AeronauticsandAstronautics(1)",2023-10-27,2023-10-27,Currency,"0655-2341NIT2005N,Procurement and Installation Project of Flash Thermal Conductivity Tester for Ningbo Innovation Research Institute, ",ff808081870df1e9018b7029abe33249,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7029abe33249.html
26,Procurement of 0720-2340zbzx0224 Peroxide Dosing Pumps & Solvent Flushing Pump(2),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0224,Peroxide Dosing Pumps & Solvent Flushing Pump",ff808081870df1e9018b7027bb01305d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7027bb01305d.html
27,Procurement of 0720-2340zbzx0223 Vinyl acetate injection pump(2),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0223,Vinyl acetate injection pump",ff808081870df1e9018b702415482c7b,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b702415482c7b.html
28,"Procurement of 0666-234001CT0002 Hebei Zhangxuan High-tech Technology Co., LTD. Hot rolling production line for advanced equipment material upgrading project joint flaw detection line(1)",2023-10-27,2023-10-27,Currency,"0666-234001CT0002,Hebei Zhangxuan High-tech Technology Co., LTD. Hot rolling production line for advanced equipment material upgrading project joint flaw detection line",ff808081870df1e9018b701e999426d0,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b701e999426d0.html
29,Procurement of 0866-2340SXQY2016 Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.(1),2023-10-27,2023-10-27,Currency,"0866-2340SXQY2016,Purchase of bolter miner for Shaanxi Coal Group Ningtiaota Mining Co. Ltd.",ff808081870df1e9018b701ae74122be,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b701ae74122be.html
30,Procurement of 0730-234011SZ0322/01 WuXi SCC Project-Horizontal hole flash plating machine (Rebid)(1),2023-10-27,2023-10-27,Currency,"0730-234011SZ0322/01,WuXi SCC Project-Horizontal hole flash plating machine (Rebid)",ff808081870df1e9018b70191cd220f2,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b70191cd220f2.html
31,Procurement of 0730-234011SZ0291/02 WuXi SCC Project-Vertical continuous hole filling electroplating machine (Rebid)(1),2023-10-27,2023-10-27,Currency,"0730-234011SZ0291/02,WuXi SCC Project-Vertical continuous hole filling electroplating machine (Rebid)",ff808081870df1e9018b70191cd220f8,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b70191cd220f8.html
32,Procurement of 0664-2340SUMECK05/03 Chemical vapor deposition table(5),2023-10-27,2023-10-27,Currency,"0664-2340SUMECK05/03,Chemical vapor deposition table",ff808081870df1e9018b7011c5501917,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7011c5501917.html
33,Procurement of 0664-2340SUMECK02/07 Laser drilling machine(5),2023-10-27,2023-10-27,Currency,"0664-2340SUMECK02/07,Laser drilling machine",ff808081870df1e9018b7011c550191f,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7011c550191f.html
34,Procurement of 0730-234011020148/02 CAN network diagnostic test tool chain(1),2023-10-27,2023-10-27,Currency,"0730-234011020148/02,CAN network diagnostic test tool chain",ff808081870df1e9018b700ff33116f5,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b700ff33116f5.html
35,Procurement of 0612-2340M2991446/04 Wafer measurement system procurement project(Second time)(2),2023-10-27,2023-10-27,Currency,"0612-2340M2991446/04,Wafer measurement system procurement project(Second time)",ff808081870df1e9018b70089bb40f9c,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b70089bb40f9c.html
36,Procurement of 0612-2340M2991446/03 Gluing machine procurement project (second time)(2),2023-10-27,2023-10-27,Currency,"0612-2340M2991446/03,Gluing machine procurement project (second time)",ff808081870df1e9018b7006c90c0dba,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b7006c90c0dba.html
37,Procurement of 0612-2340M2991446/05 Wafer level narrow pitch cleaning machine procurement project (second time)(2),2023-10-27,2023-10-27,Currency,"0612-2340M2991446/05,Wafer level narrow pitch cleaning machine procurement project (second time)",ff808081870df1e9018b70014b1a0834,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b70014b1a0834.html
38,Procurement of 0739-234DW008CNPE TURBINE STEAM BYPASS DUMP VALVES FOR ZHANGZHOU NPP PROJECT UNIT 3&4(4),2023-10-27,2023-10-27,Currency,"0739-234DW008CNPE,TURBINE STEAM BYPASS DUMP VALVES FOR ZHANGZHOU NPP PROJECT UNIT 3&4",ff808081870df1e9018b6ffbc87102a4,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ffbc87102a4.html
39,"Procurement of 4974-234zczbsd039/01 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(2)",2023-10-27,2023-10-27,Currency,"4974-234zczbsd039/01,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",ff808081870df1e9018b6ff73c197dec,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff73c197dec.html
40,"Procurement of 4974-234zczbsd039/04 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(2)",2023-10-27,2023-10-27,Currency,"4974-234zczbsd039/04,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",ff808081870df1e9018b6ff73c1a7e04,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff73c1a7e04.html
41,"Procurement of 4974-234zczbsd039/02 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(2)",2023-10-27,2023-10-27,Currency,"4974-234zczbsd039/02,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",ff808081870df1e9018b6ff73c1a7dfc,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff73c1a7dfc.html
42,"Procurement of 4974-234zczbsd039/03 Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd(2)",2023-10-27,2023-10-27,Currency,"4974-234zczbsd039/03,Medical Equipment Procurement Project of Jinxiang Urban Construction Investment and Operation Group Co., Ltd",ff808081870df1e9018b6ff73c197df4,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff73c197df4.html
43,Procurement of 0722-236FE0626LJ0/03 Hohhot Energy Efficiency Project (Project No 2016-0279) Supply and Installation of Heat Exchangers and Heat Pipes(2),2023-10-27,2023-10-27,OIFO,"0722-236FE0626LJ0/03,Hohhot Energy Efficiency Project  (Project No 2016-0279)  Supply and Installation of Heat Exchangers and Heat Pipes",ff808081870df1e9018b6ff002207667,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff002207667.html
44,Procurement of 0722-236FE0626LJ0/02 Hohhot Energy Efficiency Project (Project No 2016-0279) Supply and Installation of Heat Exchangers and Heat Pipes(3),2023-10-27,2023-10-27,OIFO,"0722-236FE0626LJ0/02,Hohhot Energy Efficiency Project  (Project No 2016-0279)  Supply and Installation of Heat Exchangers and Heat Pipes",ff808081870df1e9018b6ff002207673,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6ff002207673.html
45,Procurement of 0722-236FE0626LJ0/01 Hohhot Energy Efficiency Project (Project No 2016-0279) Supply and Installation of Heat Exchangers and Heat Pipes(3),2023-10-27,2023-10-27,OIFO,"0722-236FE0626LJ0/01,Hohhot Energy Efficiency Project  (Project No 2016-0279)  Supply and Installation of Heat Exchangers and Heat Pipes",ff808081870df1e9018b6feefded7558,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6feefded7558.html
46,Procurement of 1225-2340AGZB2009/01 Field Emission Scanning Electron Microscope Project(1),2023-10-27,2023-10-27,Currency,"1225-2340AGZB2009/01,Field Emission Scanning Electron Microscope Project",ff808081870df1e9018b6fe056686686,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fe056686686.html
47,Procurement of 0834-2341SH23A424 MRI compatible anesthesia machine(1),2023-10-27,2023-10-27,Currency,"0834-2341SH23A424,MRI compatible anesthesia machine",ff808081870df1e9018b6fd728045d50,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fd728045d50.html
48,"Procurement of 0623-2340J1110268 Yixing CRRC Times Semiconductor Co., LTD. Scribing machine and ring cutting machine project (re-bidding)(1)",2023-10-27,2023-10-27,Currency,"0623-2340J1110268,Yixing CRRC Times Semiconductor Co., LTD. Scribing machine and ring cutting machine project (re-bidding)",ff808081870df1e9018b6fc885274e5f,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fc885274e5f.html
49,Procurement of 2947-234hs2023g03 Purchase of 5 magnetic resonance spectrometers for West Lake University(1),2023-10-27,2023-10-27,Currency,"2947-234hs2023g03,Purchase of 5 magnetic resonance spectrometers for West Lake University",ff808081870df1e9018b6fb8086d3dd9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fb8086d3dd9.html
50,Procurement of 3807-234KRJDEY014 Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project(2),2023-10-27,2023-10-27,Currency,"3807-234KRJDEY014,Jilin University Second Hospital Fundus Wide Angle Camera Procurement Project",ff808081870df1e9018b6fa968bf2f24,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fa968bf2f24.html
51,Procurement of 0720-2340zbzx0192 High pressure electric throttle valve(1),2023-10-27,2023-10-27,Currency,"0720-2340zbzx0192,High pressure electric throttle valve",ff808081870df1e9018b6fa5c7522b5d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6fa5c7522b5d.html
52,Procurement of 0854-234HNWXZB045 ICB Procurement of Medical Equipment(2),2023-10-27,2023-10-27,Currency,"0854-234HNWXZB045,ICB Procurement of Medical Equipment",ff808081870df1e9018b6f84d0a10a4d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f84d0a10a4d.html
53,Procurement of 0729-234OIT572277/01 Dielectric film deposition system(1),2023-10-27,2023-10-27,Currency,"0729-234OIT572277/01, Dielectric film deposition system",ff808081870df1e9018b6f6773836cd2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f6773836cd2.html
54,Procurement of 0701-234208060022 TSN testing system procurement project(1),2023-10-27,2023-10-27,Currency,"0701-234208060022,TSN testing system procurement project",ff808081870df1e9018b6f4105ae467c,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f4105ae467c.html
55,Procurement of 4197-2140BOEYS002/21 G5.5 AM-OLED Project(1),2023-10-27,2023-10-27,Currency,"4197-2140BOEYS002/21,G5.5 AM-OLED Project",ff808081870df1e9018b6f202cb4256b,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f202cb4256b.html
56,Procurement of 0705-234023603808/03 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-27,2023-10-27,Currency,"0705-234023603808/03,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b6f202cb42571,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f202cb42571.html
57,Procurement of 0705-234023603808/02 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-27,2023-10-27,Currency,"0705-234023603808/02,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b6f1f35882478,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f1f35882478.html
58,Procurement of 4197-214BOENJ0001/41 Equipment Procurement Project of G8.5 TFT-LCD(1),2023-10-27,2023-10-27,Currency,"4197-214BOENJ0001/41,Equipment Procurement Project of G8.5 TFT-LCD",ff808081870df1e9018b6f1e4976237e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f1e4976237e.html
59,Procurement of 0705-234023603808/01 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-27,2023-10-27,Currency,"0705-234023603808/01,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b6f1d500c226d,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f1d500c226d.html
60,Procurement of 1825-234A20231154 Shanghai Academy of Environmental Sciences volatile organic compounds in solid waste headspace-gas-combined determination system procurement project(1),2023-10-27,2023-10-27,Currency,"1825-234A20231154,Shanghai Academy of Environmental Sciences volatile organic compounds in solid waste headspace-gas-combined determination system procurement project",ff808081870df1e9018b6f1c6cb12192,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f1c6cb12192.html
61,Procurement of 0705-234023603807 Huahong Wuxi 12-Inch IC Manufacturing(1),2023-10-27,2023-10-27,Currency,"0705-234023603807,Huahong Wuxi 12-Inch IC Manufacturing",ff808081870df1e9018b6f19aaa21e92,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f19aaa21e92.html
62,"Procurement of 1009-2341HOLLYM27/01 Jianhu County Kangbo Medical Technology Development Co., Ltd./Jianhu County People's Hospital Hemodialysis Machine Procurement Project(1)",2023-10-27,2023-10-27,Currency,"1009-2341HOLLYM27/01,Jianhu County Kangbo Medical Technology Development Co., Ltd./Jianhu County People's Hospital Hemodialysis Machine Procurement Project",ff808081870df1e9018b6f15133919ab,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f15133919ab.html
63,"Procurement of 1009-2341HOLLYM27/02 Jianhu County Kangbo Medical Technology Development Co., Ltd./Jianhu County People's Hospital Continuous Bedside Blood Purification Equipment and Blood Filter Procurement Project(1)",2023-10-27,2023-10-27,Currency,"1009-2341HOLLYM27/02,Jianhu County Kangbo Medical Technology Development Co., Ltd./Jianhu County People's Hospital Continuous Bedside Blood Purification Equipment and Blood Filter Procurement Project",ff808081870df1e9018b6f0dbfcb123e,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f0dbfcb123e.html
64,Procurement of 0754-234202309020/02 crawler bulldozers for the south open pit coal mine(1),2023-10-27,2023-10-27,Currency,"0754-234202309020/02,crawler bulldozers for the south open pit coal mine",ff808081870df1e9018b6f0bf000105e,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f0bf000105e.html
65,Procurement of 0754-234202309020/01 crawler bulldozer for the north open pit coal mine(1),2023-10-27,2023-10-27,Currency,"0754-234202309020/01,crawler bulldozer for the north open pit coal mine",ff808081870df1e9018b6f0bf0001064,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f0bf0001064.html
66,Procurement of 0613-234024104038 Shockproof platform and demagnetizer(1),2023-10-27,2023-10-27,Currency,"0613-234024104038,Shockproof platform and demagnetizer",ff808081870df1e9018b6f066c500ab4,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f066c500ab4.html
67,Procurement of 0748-2340CA1066IK reference information in Chinese(1),2023-10-27,2023-10-27,Currency,"0748-2340CA1066IK,reference information in Chinese",ff808081870df1e9018b6f04962808c8,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f04962808c8.html
68,Procurement of 0613-234027024429 Peroxide injection pumps(1),2023-10-27,2023-10-27,Currency,"0613-234027024429,Peroxide injection pumps",ff808081870df1e9018b6f04962808cf,Evaluation Results,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f04962808cf.html
69,Procurement of 1257-234BLKJC2311 Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)(1),2023-10-27,2023-10-27,Currency,"1257-234BLKJC2311,Procurement of Special Vehicles for Xinjiang Barkol Civil Airport Project (Second Bid Section)",ff808081870df1e9018b6f00085c0428,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f00085c0428.html
70,"Procurement of 0745-234HWPORT201/01 Zhanjiang Port (Group) Co., Ltd 2023 2X1618KW Multi-purpose Pilot Tug Procurement Project(1)",2023-10-27,2023-10-27,Currency,"0745-234HWPORT201/01,Zhanjiang Port (Group) Co., Ltd 2023 2X1618KW Multi-purpose Pilot Tug Procurement Project",ff808081870df1e9018b6f00085b0421,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202310/ff808081870df1e9018b6f00085b0421.html
