Manual_ID,project_name,createTime,publishTime,capitalSourceName,digest,fdid,Tender_type,project_url
5611, Procurement of 0730-234011SZ0200/01 SCC project-Stereo-storage (Bin) (Rebid)(7),2023-08-31,2023-08-31,Currency,"0730-234011SZ0200/01,SCC project-Stereo-storage (Bin) (Rebid)",ff808081870df1e9018a4ae2f20f1651,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ae2f20f1651.html
5612,Procurement of 0730-234011SZ0200/03 SCC project-Stereo-storage (Bin) (Rebid)(7),2023-08-31,2023-08-31,Currency,"0730-234011SZ0200/03,SCC project-Stereo-storage (Bin) (Rebid)",ff808081870df1e9018a4ae2f20e1641,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ae2f20e1641.html
5613,Procurement of 0730-234011SZ0245/01 NanTong SCC Project -Automatic Retractable board machine (Rebid)(2),2023-08-31,2023-08-31,Currency,"0730-234011SZ0245/01,NanTong SCC Project -Automatic Retractable board machine (Rebid)",ff808081870df1e9018a4ae2f20e1649,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ae2f20e1649.html
5614,Procurement of 0730-234011SZ0200/02 SCC project-Stereo-storage (Pallet) (Rebid)(7),2023-08-31,2023-08-31,Currency,"0730-234011SZ0200/02,SCC project-Stereo-storage (Pallet) (Rebid)",ff808081870df1e9018a4ae1f51b153c,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ae1f51b153c.html
5615,Procurement of 0730-234011SZ0200/04 SCC project-Laser drilling machine (picoseconds)(Rebid)(4),2023-08-31,2023-08-31,Currency,"0730-234011SZ0200/04,SCC project-Laser drilling machine (picoseconds)(Rebid)",ff808081870df1e9018a4adc74c70fdb,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4adc74c70fdb.html
5616,Procurement of 0739-2341G016CNPE GATE VALVES FOR JINDIAN PROJECT UNITS 1&2 and SANMEN NPP PROJECT UNITS 5&6(1),2023-08-31,2023-08-31,Currency,"0739-2341G016CNPE,GATE VALVES FOR JINDIAN PROJECT UNITS 1&2 and SANMEN NPP PROJECT UNITS 5&6",ff808081870df1e9018a4adaa0e20e04,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4adaa0e20e04.html
5617, Procurement of 0730-234011SZ0095/01 NanTong SCC Project -High-precision testing machine (Rebid)(7),2023-08-31,2023-08-31,Currency,"0730-234011SZ0095/01,NanTong SCC Project -High-precision testing machine (Rebid)",ff808081870df1e9018a4ad9c3010d19,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad9c3010d19.html
5618,Procurement of 0730-224011SZ0108/01 NanTong SCC Project-laminating machine(Rebid)(16),2023-08-31,2023-08-31,Currency,"0730-224011SZ0108/01,NanTong SCC Project-laminating machine(Rebid)",ff808081870df1e9018a4ad810be0b22,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad810be0b22.html
5619,Procurement of 0730-224011SZ0108/03 NanTong SCC Project-The staging machine (Rebid)(27),2023-08-31,2023-08-31,Currency,"0730-224011SZ0108/03,NanTong SCC Project-The staging machine (Rebid)",ff808081870df1e9018a4ad810be0b2a,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad810be0b2a.html
5620,Procurement of 0730-214011SZ0089/03 NanTong SCC Project-Acid Etching Machine (Inner DES) 1set(19),2023-08-31,2023-08-31,Currency,"0730-214011SZ0089/03,NanTong SCC Project-Acid Etching Machine (Inner DES) 1set",ff808081870df1e9018a4ad6082c0921,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad6082c0921.html
5621,Procurement of 1708-23410460064A emergency ventilator(1),2023-08-31,2023-08-31,Currency,"1708-23410460064A,emergency ventilator",ff808081870df1e9018a4ad432e80772,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad432e80772.html
5622,Procurement of 0730-204011SZ0183/12 NanTong SCC Project-Acid etching machine(Thick Copper) 1set(28),2023-08-31,2023-08-31,Currency,"0730-204011SZ0183/12,NanTong SCC Project-Acid etching machine(Thick Copper) 1set",ff808081870df1e9018a4ad432e7075b,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad432e7075b.html
5623,"Procurement of 0712-234062303055/01 SINOPEC Hainan Refining & Chemical Co.,Ltd. Laboratory Gas Chromatography Bidding Project(1)",2023-08-31,2023-08-31,Currency,"0712-234062303055/01,SINOPEC Hainan Refining & Chemical Co.,Ltd. Laboratory Gas Chromatography Bidding Project",ff808081870df1e9018a4ad432e7076b,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad432e7076b.html
5624,Procurement of 1200-234GB2023009 Blood nucleic acid testing reagents (2023)(1),2023-08-31,2023-08-31,Currency,"1200-234GB2023009,Blood nucleic acid testing reagents (2023)",ff808081870df1e9018a4ad432e60753,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad432e60753.html
5625,Procurement of 0730-204011SZ0208/01 NanTong SCC Project-Pressing Tool Plate 1 set(22),2023-08-31,2023-08-31,Currency,"0730-204011SZ0208/01,NanTong SCC Project-Pressing Tool Plate  1 set",ff808081870df1e9018a4ad432e70763,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad432e70763.html
5626,"Procurement of 0730-234011SZ0218/04 GREATECH SUBSTRATES (WUXI) CO., LTD. Project-Automatic Appearance Inspection Machine (Rebid)(6)",2023-08-31,2023-08-31,Currency,"0730-234011SZ0218/04,GREATECH SUBSTRATES (WUXI) CO., LTD. Project-Automatic Appearance Inspection Machine (Rebid)",ff808081870df1e9018a4ad07d510377,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ad07d510377.html
5627,"Procurement of 0730-234011SZ0218/03 GREATECH SUBSTRATES (WUXI) CO., LTD. Project-Microball planting machine (Rebid)(8)",2023-08-31,2023-08-31,Currency,"0730-234011SZ0218/03,GREATECH SUBSTRATES (WUXI) CO., LTD. Project-Microball planting machine (Rebid)",ff808081870df1e9018a4aceb7d301b8,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aceb7d301b8.html
5628,Procurement of 0834-2340SH23D045 Microprotein purifier(1),2023-08-31,2023-08-31,Currency,"0834-2340SH23D045,Microprotein purifier",ff808081870df1e9018a4aceb7d301b0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aceb7d301b0.html
5629,Procurement of 0744-234CEZB05624 Laser Scanner(1),2023-08-31,2023-08-31,Currency,"0744-234CEZB05624,Laser Scanner",ff808081870df1e9018a4aceb7d301bf,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aceb7d301bf.html
5630,Procurement of 0610-2340IH011144 Procurement of Critical Dimension Scanning Electron Microscope (CD-SEM) for 12-inch Semiconductor IC Wafer for YDMT(2),2023-08-31,2023-08-31,Currency,"0610-2340IH011144,Procurement of Critical Dimension Scanning Electron Microscope (CD-SEM) for 12-inch Semiconductor IC Wafer for YDMT",ff808081870df1e9018a4acaff227ddb,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4acaff227ddb.html
5631,"Procurement of 0730-224011SZ0363/06 GreaTech Substrates Co., Ltd. Project-ABF vacuum flattening machine(Rebid)(16)",2023-08-31,2023-08-31,Currency,"0730-224011SZ0363/06,GreaTech Substrates Co., Ltd. Project-ABF vacuum flattening machine(Rebid)",ff808081870df1e9018a4acaff227dd3,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4acaff227dd3.html
5632,Procurement of 0705-234306076003 ICB of Reliability testing equipment for Shanghai AutomotivelC Engineering Center Co.LtD(1),2023-08-31,2023-08-31,Currency,"0705-234306076003,ICB of Reliability testing equipment for Shanghai AutomotivelC Engineering Center Co.LtD",ff808081870df1e9018a4ac92d9a7be7,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ac92d9a7be7.html
5633,Procurement of 1297-2343080653S3 Procurement project of three-dimensional acoustic array of aeroacoustics wind tunnel of Tongji University(1),2023-08-31,2023-08-31,Currency,"1297-2343080653S3,Procurement project of three-dimensional acoustic array of aeroacoustics wind tunnel of Tongji University",ff808081870df1e9018a4ac761787a06,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ac761787a06.html
5634,Procurement of 1473-2340GK01H041/ Tender announcement for high speed complex signal processing logic design optimization tool,2023-08-31,2023-08-31,Currency,"1473-2340GK01H041/,High speed complex signal processing logic design optimization tool",ff808081870df1e9018a4ac5917e7822,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ac5917e7822.html
5635,Procurement of 0744-234CEZB04999 Extruder underwater granulation system (1),2023-08-31,2023-08-31,Currency,"0744-234CEZB04999,Extruder underwater granulation system ",ff808081870df1e9018a4ac49821770c,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ac49821770c.html
5636,Procurement of 0730-234011020169/05 All-Electric Dynamic Test Instrument (1),2023-08-31,2023-08-31,Currency,"0730-234011020169/05,All-Electric Dynamic Test Instrument ",ff808081870df1e9018a4ac01a0c7286,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ac01a0c7286.html
5637,Procurement of 0612-2340H1781334 Procurement Project of Signal System Equipment for Shenzhen Metro Line 7 Phase II and Onboard Signal System Equipment for Additional Trains on Line 7(2),2023-08-31,2023-08-31,Currency,"0612-2340H1781334,Procurement Project of Signal System Equipment for Shenzhen Metro Line 7 Phase II and Onboard Signal System Equipment ",ff808081870df1e9018a4abb77c56dc6,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4abb77c56dc6.html
5638,"Procurement of 0623-2340J1110250 Zhuzhou CRRC Times Electric Co., LTD. High-speed dynamometer equipment procurement project(1)",2023-08-31,2023-08-31,Currency,"0623-2340J1110250,Zhuzhou CRRC Times Electric Co., LTD. High-speed dynamometer equipment procurement project",ff808081870df1e9018a4abb77c66dd0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4abb77c66dd0.html
5639,"Procurement of 0612-2340H1771334 Shenzhen Metro Line 5 West Extension Project, Line 8 Phase III Project, and Line 16 Phase II Signal System Equipment Procurement Project(2)",2023-08-31,2023-08-31,Currency,"0612-2340H1771334,Shenzhen Metro Line 5 West Extension Project, Line 8 Phase III Project, and Line 16 Phase II Signal System Equipment ",ff808081870df1e9018a4ab999f56bca,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ab999f56bca.html
5640,"Procurement of 5068-234TZ2023015 Jiangtong (Guangzhou) New Materials Co., Ltd. Multi head Wire Drawing Machine Procurement Project(1)",2023-08-31,2023-08-31,Currency,"5068-234TZ2023015,Jiangtong (Guangzhou) New Materials Co., Ltd. Multi head Wire Drawing Machine Procurement Project",ff808081870df1e9018a4ab33b32658e,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4ab33b32658e.html
5641,Procurement of 4197-214BOENJ0001/43 Equipment Procurement Project of G8.5 TFT-LCD(1),2023-08-31,2023-08-31,Currency,"4197-214BOENJ0001/43,Equipment Procurement Project of G8.5 TFT-LCD",ff808081870df1e9018a4aaa16625c74,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aaa16625c74.html
5642,Procurement of 1289-234023ZB1197 Yandong Technology 12-inch semiconductor integrated circuit chemical mechanical polishing equipment purchase(2),2023-08-31,2023-08-31,Currency,"1289-234023ZB1197,Yandong Technology 12-inch semiconductor integrated circuit chemical mechanical polishing equipment purchase",ff808081870df1e9018a4aaa16625c7c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aaa16625c7c.html
5643,Procurement of 0618-234TC230209R-2 Five-axis milling machine machining center(1),2023-08-31,2023-08-31,Currency,"0618-234TC230209R-2,Five-axis milling machine machining center",ff808081870df1e9018a4aa57db457e9,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aa57db457e9.html
5644,"Procurement of 234ZHQXBH001 Computed Tomography (CT), Digital Cloud Image Smart Medical Platform and Other Batches of Equipment(1)",2023-08-31,2023-08-31,Currency,"234ZHQXBH001,Computed Tomography (CT), Digital Cloud Image Smart Medical Platform and Other Batches of Equipment",ff808081870df1e9018a4aa2ba9354fa,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aa2ba9354fa.html
5645,Procurement of 0618-234TC230209R-1 Five axis milling machine machining center(1),2023-08-31,2023-08-31,Currency,"0618-234TC230209R-1,Five axis milling machine machining center",ff808081870df1e9018a4aa1cbdf5405,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4aa1cbdf5405.html
5646,Procurement of 0656-2341C1000357/03 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/03,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb75157,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb75157.html
5647,Procurement of 0656-2341C1000357/02 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/02,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb7515f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb7515f.html
5648,Procurement of 4197-214BOEMY0001/183 BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project(1),2023-08-31,2023-08-31,Currency,"4197-214BOEMY0001/183,BOE MIANYANG G6 AMOLED(FLEXIBLE) Production Line Project",ff808081870df1e9018a4a9f2eb45107,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb45107.html
5649,Procurement of 0656-2341C1000357/07 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/07,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb4510f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb4510f.html
5650,Procurement of 0656-2341C1000357/04 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/04,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb45117,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb45117.html
5651,Procurement of 0656-2341C1000357/08 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/08,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb5511f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb5511f.html
5652,Procurement of 0656-2341C1000357/09 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/09,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb55127,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb55127.html
5653,Procurement of 0656-2341C1000357/05 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/05,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb5512f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb5512f.html
5654,Procurement of 0656-2341C1000357/10 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/10,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb7514f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb7514f.html
5655,Procurement of 0656-2341C1000357/01 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/01,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb65147,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb65147.html
5656,Procurement of 0656-2341C1000357/06 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/06,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb65137,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb65137.html
5657,Procurement of 0656-2341C1000357/11 The first batch of eye equipment procurement in 2023(1),2023-08-31,2023-08-31,Currency,"0656-2341C1000357/11,The first batch of eye equipment procurement in 2023",ff808081870df1e9018a4a9f2eb6513f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a9f2eb6513f.html
5658,"Procurement of 5068-234TZ2023014 Jiangtong (Guangzhou) New Materials Co., Ltd. Multi head Wire Drawing Machine Procurement Project(1)",2023-08-31,2023-08-31,Currency,"5068-234TZ2023014,Jiangtong (Guangzhou) New Materials Co., Ltd. Multi head Wire Drawing Machine Procurement Project",ff808081870df1e9018a4a941c69459f,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a941c69459f.html
5659,Procurement of 0660-2340JC200856/01 High precision horizontal CNC boring and milling machining center (15T) and related service projects(2),2023-08-31,2023-08-31,Currency,"0660-2340JC200856/01,High precision horizontal CNC boring and milling machining center (15T) and related service projects",ff808081870df1e9018a4a8f952e4102,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a8f952e4102.html
5660,Procurement of 0660-2340JC200856/02 High precision horizontal CNC boring and milling machining center (25T) and related service projects(2),2023-08-31,2023-08-31,Currency,"0660-2340JC200856/02,High precision horizontal CNC boring and milling machining center (25T) and related service projects",ff808081870df1e9018a4a8f952e40fa,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a8f952e40fa.html
5661,Procurement of 0730-234011020007/39 Five-axis optical automatic testing machine(1),2023-08-31,2023-08-31,Currency,"0730-234011020007/39,Five-axis optical automatic testing machine",ff808081870df1e9018a4a8db9ce3f17,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a8db9ce3f17.html
5662,Procurement of 0739-2341G013CNPE KS & K1* SAFETY CLASSIFIED PRESSURE TRANSMITTERS FOR ZHANGZHOU NPP PROJECT UNIT 3&4(2),2023-08-31,2023-08-31,Currency,"0739-2341G013CNPE,KS & K1* SAFETY CLASSIFIED PRESSURE TRANSMITTERS FOR ZHANGZHOU NPP PROJECT UNIT 3&4",ff808081870df1e9018a4a8aea9c3c31,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a8aea9c3c31.html
5663,Procurement of 0720-2340zbzx0177 Anti Surge Control Valve for 120KT/A Ethylene Device for PetroChina Jilin Petrochemical Company(2),2023-08-31,2023-08-31,Currency,"0720-2340zbzx0177,Anti Surge Control Valve for 120KT/A Ethylene Device for PetroChina Jilin Petrochemical Company",ff808081870df1e9018a4a8749b538b1,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a8749b538b1.html
5664,Procurement of 5148-234DZKJ07011 Import Auto-coner project(1),2023-08-31,2023-08-31,Currency,"5148-234DZKJ07011,Import Auto-coner project",ff808081870df1e9018a4a71583e2274,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a71583e2274.html
5665,Procurement of 0660-2340JC200841 Dual inductor medium frequency induction quenching equipment and related service projects(2),2023-08-31,2023-08-31,Currency,"0660-2340JC200841,Dual inductor medium frequency induction quenching equipment and related service projects",ff808081870df1e9018a4a71583e226d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a71583e226d.html
5666,Procurement of 5148-234XJRH07010 Import Auto-coner project(1),2023-08-31,2023-08-31,Currency,"5148-234XJRH07010,Import Auto-coner project",ff808081870df1e9018a4a6db2821ed3,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a6db2821ed3.html
5667,"Procurement of 0712-234032303062/01 Sinopec Baling Petrochemical Co., LTD. Rubber Department research Institute project(2)",2023-08-31,2023-08-31,Currency,"0712-234032303062/01,Sinopec Baling Petrochemical Co., LTD. Rubber Department research Institute project",ff808081870df1e9018a4a6cc4d61de9,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a6cc4d61de9.html
5668,Procurement of 0613-234021384128/01 Project Of SAIC EW32 Body Workshop-Wheel cover roller edge(1),2023-08-31,2023-08-31,Currency,"0613-234021384128/01,Project Of SAIC EW32 Body Workshop-Wheel cover roller edge",ff808081870df1e9018a4a6c0a461cf0,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a6c0a461cf0.html
5669,Procurement of 0613-234021384128/02 Project Of SAIC EW32 Body Workshop-tool changer(1),2023-08-31,2023-08-31,Currency,"0613-234021384128/02,Project Of SAIC EW32 Body Workshop-tool changer",ff808081870df1e9018a4a6c0a461ce8,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a6c0a461ce8.html
5670,Procurement of 0613-234021384128/03 Project Of SAIC EW32 Body Workshop-coating device(1),2023-08-31,2023-08-31,Currency,"0613-234021384128/03,Project Of SAIC EW32 Body Workshop-coating device",ff808081870df1e9018a4a6ae7c61bf6,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a6ae7c61bf6.html
5671,"Procurement of 0712-234032303062/02 Sinopec Baling Petrochemical Co., LTD. Rubber Department research Institute project(2)",2023-08-31,2023-08-31,Currency,"0712-234032303062/02,Sinopec Baling Petrochemical Co., LTD. Rubber Department research Institute project",ff808081870df1e9018a4a61c2a012d2,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a61c2a012d2.html
5672,"Procurement of 5250-234SJZB23001 Shanxi Coking Coal Materials and Equipment Co., Ltd. switchgear procurement(1)",2023-08-31,2023-08-31,Currency,"5250-234SJZB23001,Shanxi Coking Coal Materials and Equipment Co., Ltd. switchgear procurement",ff808081870df1e9018a4a60d23311e7,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a60d23311e7.html
5673,Procurement of 4197-214VISIONOX3/117 G6 Flexible AMOLED Production Line Project(1),2023-08-31,2023-08-31,Currency,"4197-214VISIONOX3/117,G6 Flexible AMOLED Production Line Project",ff808081870df1e9018a4a5a91670b7c,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a5a91670b7c.html
5674,Procurement of 3088-234ZB2023009 Procurement of Surgical Instruments for Small Incision Lenticule Extraction in the Affiliated Hospital of Xiangnan University(2),2023-08-31,2023-08-31,Currency,"3088-234ZB2023009,Procurement of Surgical Instruments for Small Incision Lenticule Extraction in the Affiliated Hospital of Xiangnan University",ff808081870df1e9018a4a4735c97854,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a4735c97854.html
5675,Procurement of 0736-234020230118 Other measuring equipment attached to the environmental warehouse(1),2023-08-31,2023-08-31,Currency,"0736-234020230118,Other measuring equipment attached to the environmental warehouse",ff808081870df1e9018a4a4735c9785b,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a4735c9785b.html
5676,Procurement of 1058-234DHJS00831 Wuhan Digital Design and Manufacturing Innovation Center - Electrofluid Printing Core Components (customized)(1),2023-08-31,2023-08-31,Currency,"1058-234DHJS00831,Wuhan Digital Design and Manufacturing Innovation Center - Electrofluid Printing Core Components (customized)",ff808081870df1e9018a4a455ec17679,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a455ec17679.html
5677,Procurement of 4197-2240XAESW002/22 Silicon Industrial Base Phase II Project of Xi'an ESWIN(2),2023-08-31,2023-08-31,Currency,"4197-2240XAESW002/22,Silicon Industrial Base Phase II Project of Xi'an ESWIN",ff808081870df1e9018a4a3139f5629b,Tender Changes,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a3139f5629b.html
5678,Procurement of 1708-23410460056A Purchase of Near Infrared Brain Functional Imaging Device of Pediatrics Research Institute of Chongqing Medical University(1),2023-08-31,2023-08-31,Currency,"1708-23410460056A,Purchase of Near Infrared Brain Functional Imaging Device of Pediatrics Research Institute of Chongqing Medical University",ff808081870df1e9018a4a2f6d2b60b7,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a2f6d2b60b7.html
5679,Procurement of 0736-234020230102/02 Environmental Warehouse Ontology Project(1),2023-08-31,2023-08-31,Currency,"0736-234020230102/02,Environmental Warehouse Ontology Project",ff808081870df1e9018a4a2bd60c5d0b,Tender Awards,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a2bd60c5d0b.html
5680,Procurement of 0712-234062303056 Sinopec Hainan Company Chemical plate 2023 laboratory and analytical instrument project(1),2023-08-31,2023-08-31,Currency,"0712-234062303056,Sinopec Hainan Company Chemical plate 2023 laboratory and analytical instrument project",ff808081870df1e9018a4a21b3f2532d,New Tenders,http://en.chinabidding.mofcom.gov.cn/bidDetail/bidding/bulletin/202308/ff808081870df1e9018a4a21b3f2532d.html
